Title, Link, Date, CommentsNb, LikesNb 
健達巧克力系列分享, http://www.dcard.tw/f/de977130-f3eb-467b-822e-b0e91124e9eb/p/235887641, 2021-05-01, 15, 135 
我家的蟑螂會後空翻, http://www.dcard.tw/f/a1aaa6e6-2594-4968-b7dc-e1b14bea96f4/p/235886534, 2021-05-01, 27, 135 
解讀不出星巴克杯的留言🤔, http://www.dcard.tw/f/255fd275-fec2-49d2-8e46-2e1557ffaeb0/p/235883135, 2021-04-30, 12, 134 
Weeekly After School 爆紅？, http://www.dcard.tw/f/14f573f5-3f02-4821-8e18-f561d7b7db91/p/235888049, 2021-05-01, 31, 133 
貓咪真的好可愛, http://www.dcard.tw/f/7ee21581-1307-4ba9-b9dc-82028bdcca49/p/235887556, 2021-05-01, 7, 133 
連假早餐吃什麼？, http://www.dcard.tw/f/de977130-f3eb-467b-822e-b0e91124e9eb/p/235881153, 2021-05-01, 25, 132 
朋友過世應該PO什麼文？, http://www.dcard.tw/f/75a726e6-d4e3-4902-a410-2430a39fffcb/p/235882570, 2021-04-30, 7, 131 
明明不是粉絲卻有點想念IZ*ONE, http://www.dcard.tw/f/6cf320df-3f3a-495f-9764-3dfbef767c49/p/235884473, 2021-05-01, 36, 130 
webtoon使用倒敘法的是不是都是大作的前奏？, http://www.dcard.tw/f/14185ae6-44ab-45e2-88da-ae97e0159c9f/p/235883050, 2021-04-30, 18, 130 
#分享 五隻水光感唇釉分享兒～, http://www.dcard.tw/f/cbd5285f-3cba-4bfc-86d0-1ab52d201459/p/235886775, 2021-05-01, 10, 129 
失戀真的很痛, http://www.dcard.tw/f/42851318-b9e2-4a75-8a05-9fe180becefe/p/235886282, 2021-05-01, 51, 129 
老乾杯初體驗, http://www.dcard.tw/f/de977130-f3eb-467b-822e-b0e91124e9eb/p/235881849, 2021-04-30, 19, 129 
#分享 新竹最愛咖啡廳☕️終於吃到雙色哈密瓜戚風了🍰, http://www.dcard.tw/f/de977130-f3eb-467b-822e-b0e91124e9eb/p/235882372, 2021-04-30, 3, 128 
我把老師吃掉了。 #日常6 微西斯, http://www.dcard.tw/f/b5b2653a-6304-4564-9ea0-a4cec0be7aee/p/235886799, 2021-05-01, 4, 126 
老爸邀老媽喝咖啡，但..., http://www.dcard.tw/f/a1aaa6e6-2594-4968-b7dc-e1b14bea96f4/p/235889874, 2021-05-01, 10, 125 
168/45 但肚子超大..., http://www.dcard.tw/f/75a726e6-d4e3-4902-a410-2430a39fffcb/p/235887649, 2021-05-01, 38, 125 
問 泰菈的上衣！, http://www.dcard.tw/f/be1a095b-175e-4523-9e06-66a05d939676/p/235885276, 2021-04-30, 21, 125 
大胸日系泳裝請益, http://www.dcard.tw/f/f72e3b1d-3c9a-4fec-8a61-41c76cc317af/p/235883169, 2021-04-30, 5, 125 
飛機杯如我（下）, http://www.dcard.tw/f/b5b2653a-6304-4564-9ea0-a4cec0be7aee/p/235882598, 2021-05-01, 33, 125 
小紅書濾鏡髮色，讓我第一漂髮就愛上, http://www.dcard.tw/f/62268850-d2b4-4c21-a7a3-26e71702a276/p/235887923, 2021-05-01, 15, 123 
我的錢卡在火車座椅中QQ, http://www.dcard.tw/f/255fd275-fec2-49d2-8e46-2e1557ffaeb0/p/235882688, 2021-04-30, 18, 123 
#分享 股東大會即將召開-推薦開會贈送紀念品網站列表，以及如何不去開會拿紀念品, http://www.dcard.tw/f/2fb88b62-aa28-4b18-af51-dda08dd037a9/p/235882881, 2021-04-30, 23, 122 
《集中討論》何孟遠最新聲明, http://www.dcard.tw/f/255fd275-fec2-49d2-8e46-2e1557ffaeb0/p/235890123, 2021-05-01, 108, 120 
#料理 自製快樂減脂餐, http://www.dcard.tw/f/d7db42a8-bedb-4ea2-96a7-c9034f4dd89a/p/235884756, 2021-05-01, 19, 120 
一個美好的高中人生即將開始，卻來不及享受。, http://www.dcard.tw/f/fc7574ad-e1df-43d2-bb06-8825c718c065/p/235882316, 2021-04-30, 7, 118 
台灣波蘭PPL 相識過程, http://www.dcard.tw/f/b5b2653a-6304-4564-9ea0-a4cec0be7aee/p/235889892, 2021-05-01, 3, 117 
Loewe 編織包, http://www.dcard.tw/f/c573dca4-8afd-4c56-8c53-4402ead7bdad/p/235888464, 2021-05-01, 12, 117 
#分享 05/01 早起勞工來精解, http://www.dcard.tw/f/2fb88b62-aa28-4b18-af51-dda08dd037a9/p/235886210, 2021-04-30, 25, 117 
2021 3-4月 女團新歌不專業點評, http://www.dcard.tw/f/14f573f5-3f02-4821-8e18-f561d7b7db91/p/235884606, 2021-04-30, 33, 117 
想找類似洋裝, http://www.dcard.tw/f/be1a095b-175e-4523-9e06-66a05d939676/p/235883546, 2021-04-30, 21, 117 
1028 花顏唇語霧萃唇膏 全試色！, http://www.dcard.tw/f/cbd5285f-3cba-4bfc-86d0-1ab52d201459/p/235882433, 2021-04-30, 6, 117 
視訊簽售後記-反應跟記憶真的都是100分😢, http://www.dcard.tw/f/14f573f5-3f02-4821-8e18-f561d7b7db91/p/235888208, 2021-05-01, 6, 116 
全明星紅隊➡️蘇芮德, http://www.dcard.tw/f/b7db78c7-7b32-4da5-a565-907a892259d7/p/235886024, 2021-05-01, 24, 116 
我真的很討厭直男！, http://www.dcard.tw/f/b5b2653a-6304-4564-9ea0-a4cec0be7aee/p/235882487, 2021-04-30, 10, 114 
問 ~ 全明星運動會小巨蛋場, http://www.dcard.tw/f/ba0145a2-adff-4229-9a84-9b26ebd2f7f0/p/235883119, 2021-04-30, 30, 112 
性趣差別, http://www.dcard.tw/f/42851318-b9e2-4a75-8a05-9fe180becefe/p/235882722, 2021-05-01, 21, 112 
看全明星運動會快吐血, http://www.dcard.tw/f/14f573f5-3f02-4821-8e18-f561d7b7db91/p/235887361, 2021-05-01, 82, 111 
尋找某大陸網帥, http://www.dcard.tw/f/b5b2653a-6304-4564-9ea0-a4cec0be7aee/p/235885576, 2021-05-01, 31, 111 
被踩過的食材, http://www.dcard.tw/f/75a726e6-d4e3-4902-a410-2430a39fffcb/p/235887324, 2021-05-01, 18, 110 
樂觀面對，前進指考！, http://www.dcard.tw/f/cd2959fe-5515-4c1e-bd35-1cd4c36b44f0/p/235887100, 2021-05-01, 21, 110 
哇幹長瀞同學, http://www.dcard.tw/f/14185ae6-44ab-45e2-88da-ae97e0159c9f/p/235881380, 2021-05-01, 25, 110 
Switch 能有比我好玩？, http://www.dcard.tw/f/a1aaa6e6-2594-4968-b7dc-e1b14bea96f4/p/235882161, 2021-04-30, 1, 109 
不知所措, http://www.dcard.tw/f/b5b2653a-6304-4564-9ea0-a4cec0be7aee/p/235884452, 2021-04-30, 11, 107 
#分享 近期購物分享（二）, http://www.dcard.tw/f/cbd5285f-3cba-4bfc-86d0-1ab52d201459/p/235881486, 2021-04-30, 6, 107 
那些必聽的DAY6神仙收錄曲（非主打）10首推薦, http://www.dcard.tw/f/14f573f5-3f02-4821-8e18-f561d7b7db91/p/235890505, 2021-05-01, 20, 106 
午餐吃什麼？, http://www.dcard.tw/f/a1aaa6e6-2594-4968-b7dc-e1b14bea96f4/p/235887128, 2021-05-01, 19, 106 
青葡萄蛋糕, http://www.dcard.tw/f/de977130-f3eb-467b-822e-b0e91124e9eb/p/235887855, 2021-05-01, 7, 105 
#分享 沒看過韓劇卻聽過的ost, http://www.dcard.tw/f/14f573f5-3f02-4821-8e18-f561d7b7db91/p/235885877, 2021-04-30, 19, 104 
#大眾占卜 （已更新）五月整體運勢, http://www.dcard.tw/f/50b54456-b7d2-455c-a5b3-a883bba6f1a2/p/235883343, 2021-05-01, 184, 104 
甜點, http://www.dcard.tw/f/de977130-f3eb-467b-822e-b0e91124e9eb/p/235881740, 2021-04-30, 6, 104 
彩虹交往大法, http://www.dcard.tw/f/b5b2653a-6304-4564-9ea0-a4cec0be7aee/p/235883777, 2021-04-30, 18, 102 
【直播】蔡英文博士學位造假醜聞 遭國會二次聽證調查, http://www.dcard.tw/f/fc7574ad-e1df-43d2-bb06-8825c718c065/p/235881639, 2021-04-30, 9, 101 
我們, http://www.dcard.tw/f/b5b2653a-6304-4564-9ea0-a4cec0be7aee/p/235890132, 2021-05-01, 6, 100 
超！實！用！Bra top的6種重複穿搭＃開箱大使, http://www.dcard.tw/f/be1a095b-175e-4523-9e06-66a05d939676/p/235880731, 2021-04-30, 22, 100 
T是不是都喜歡姐姐 認真問, http://www.dcard.tw/f/b5b2653a-6304-4564-9ea0-a4cec0be7aee/p/235882306, 2021-04-30, 84, 99 
【#幫推】 新一代設計展眼中有沒有疫情?, http://www.dcard.tw/f/fc7574ad-e1df-43d2-bb06-8825c718c065/p/235888443, 2021-05-01, 42, 98 
「2021春番現在最推的是？」日本問卷調查。, http://www.dcard.tw/f/14185ae6-44ab-45e2-88da-ae97e0159c9f/p/235884079, 2021-04-30, 25, 98 
成功上岸了 謝謝！, http://www.dcard.tw/f/cd2959fe-5515-4c1e-bd35-1cd4c36b44f0/p/235882184, 2021-04-30, 50, 98 
文明特急《回.眼.名》投票 OH MY GIRL名曲, http://www.dcard.tw/f/14f573f5-3f02-4821-8e18-f561d7b7db91/p/235888020, 2021-05-01, 44, 97 
放榜了 其實不意外, http://www.dcard.tw/f/cd2959fe-5515-4c1e-bd35-1cd4c36b44f0/p/235886269, 2021-05-01, 33, 97 
#大眾占卜 💌此時此刻，宇宙想要傳達給你的訊息(解答已更新）, http://www.dcard.tw/f/50b54456-b7d2-455c-a5b3-a883bba6f1a2/p/235881020, 2021-05-01, 127, 97 
何夢遠 大爆料 元元, http://www.dcard.tw/f/fc7574ad-e1df-43d2-bb06-8825c718c065/p/235889790, 2021-05-01, 18, 96 
他是gay, http://www.dcard.tw/f/b5b2653a-6304-4564-9ea0-a4cec0be7aee/p/235884433, 2021-04-30, 15, 96 
#分享 面膜囤貨分享, http://www.dcard.tw/f/cbd5285f-3cba-4bfc-86d0-1ab52d201459/p/235883711, 2021-04-30, 14, 96 
只剩三指 可照比例付卸甲錢嗎？, http://www.dcard.tw/f/16b1b561-788e-4214-b4b7-e3102a35fa0d/p/235882420, 2021-04-30, 16, 96 
熊熊「貴吐司」 號稱七期貴婦最愛, http://www.dcard.tw/f/de977130-f3eb-467b-822e-b0e91124e9eb/p/235881112, 2021-04-30, 9, 96 
日本人又把香港菠蘿包叫成台灣的, http://www.dcard.tw/f/de977130-f3eb-467b-822e-b0e91124e9eb/p/235887248, 2021-05-01, 14, 95 
是要脫魯ㄌ還是我自作多情💩, http://www.dcard.tw/f/b5b2653a-6304-4564-9ea0-a4cec0be7aee/p/235884336, 2021-05-01, 25, 95 
想問這款車, http://www.dcard.tw/f/2cffc289-d332-4d4e-95a7-cae58a1778aa/p/235883462, 2021-04-30, 14, 95 
低成本拍作業的過程分享, http://www.dcard.tw/f/a1aaa6e6-2594-4968-b7dc-e1b14bea96f4/p/235881987, 2021-04-30, 27, 95 
被留下的人真的很痛苦, http://www.dcard.tw/f/42851318-b9e2-4a75-8a05-9fe180becefe/p/235881925, 2021-05-01, 25, 95 
#黑特 F開頭有店面的飾品網拍, http://www.dcard.tw/f/d5ee9d02-510e-4f81-96e9-ab59b56e21ca/p/235881465, 2021-05-01, 119, 95 
設計人穿搭日常‎ꪔ̤̮, http://www.dcard.tw/f/be1a095b-175e-4523-9e06-66a05d939676/p/235889838, 2021-05-01, 13, 94 
#大眾占卜 他有什麼話是想說卻沒對我說的呢？, http://www.dcard.tw/f/50b54456-b7d2-455c-a5b3-a883bba6f1a2/p/235889487, 2021-05-01, 157, 93 
鬍鬚張好吃必點的招牌飄香雞肉飯(大)特價$69🤤😋, http://www.dcard.tw/f/de977130-f3eb-467b-822e-b0e91124e9eb/p/235883414, 2021-04-30, 4, 92 
貓咪烤吐司, http://www.dcard.tw/f/de977130-f3eb-467b-822e-b0e91124e9eb/p/235887780, 2021-05-01, 3, 91 
＃分享 新上片 順便想問問有沒有人想要一起跳舞, http://www.dcard.tw/f/14f573f5-3f02-4821-8e18-f561d7b7db91/p/235886265, 2021-05-01, 2, 91 
快兩年的感情還是搞砸了, http://www.dcard.tw/f/b5b2653a-6304-4564-9ea0-a4cec0be7aee/p/235886105, 2021-04-30, 46, 91 
✨近期購入的底妝新品分享MAC+MUFE+NARS✨, http://www.dcard.tw/f/cbd5285f-3cba-4bfc-86d0-1ab52d201459/p/235884822, 2021-04-30, 5, 91 
異男忘的困擾, http://www.dcard.tw/f/b5b2653a-6304-4564-9ea0-a4cec0be7aee/p/235883523, 2021-04-30, 50, 91 
男友背後的巨粉刺, http://www.dcard.tw/f/cbd5285f-3cba-4bfc-86d0-1ab52d201459/p/235889897, 2021-05-01, 5, 90 
唐老師｜週末星座運勢｜5/1-5-2, http://www.dcard.tw/f/4c6964fc-8b39-4480-a844-847f09e4e09d/p/235884743, 2021-04-30, 0, 90 
我很累, http://www.dcard.tw/f/b5b2653a-6304-4564-9ea0-a4cec0be7aee/p/235881578, 2021-04-30, 22, 90 
因為她 我第一次有想跟女生在一起的感覺#3, http://www.dcard.tw/f/b5b2653a-6304-4564-9ea0-a4cec0be7aee/p/235881375, 2021-04-30, 15, 90 
重畫12年前的圖......, http://www.dcard.tw/f/283fe663-ed14-4f3b-b472-1fbdd7c26b00/p/235886029, 2021-04-30, 22, 89 
分享我的婚紗攝影, http://www.dcard.tw/f/f11e8d02-6756-4376-9db3-e1cca4d2a66c/p/235884479, 2021-04-30, 36, 89 
全備取.., http://www.dcard.tw/f/cd2959fe-5515-4c1e-bd35-1cd4c36b44f0/p/235884385, 2021-04-30, 39, 88 
更 李泰容 限時動態的菸灰缸, http://www.dcard.tw/f/81d355d4-5f2e-45fb-8399-984c5296d73e/p/235882431, 2021-04-30, 13, 88 
直女有毒, http://www.dcard.tw/f/b5b2653a-6304-4564-9ea0-a4cec0be7aee/p/235882407, 2021-04-30, 5, 88 
#消息 NCT DREAM 正規一輯〖맛 (Hot Sauce)〗專輯配置📀❤️💚💛, http://www.dcard.tw/f/81d355d4-5f2e-45fb-8399-984c5296d73e/p/235889038, 2021-05-01, 18, 87 
#分享 入坑SABON 直接將明年續卡資格也完成了, http://www.dcard.tw/f/cbd5285f-3cba-4bfc-86d0-1ab52d201459/p/235884665, 2021-04-30, 9, 87 
備孕時愛愛的頻率, http://www.dcard.tw/f/c1f60d65-4f49-4a56-9c00-f162c93e31a9/p/235880853, 2021-05-01, 23, 87 
全明星SORED-蘇芮德在搞什麼✨, http://www.dcard.tw/f/14f573f5-3f02-4821-8e18-f561d7b7db91/p/235887886, 2021-05-01, 5, 86 
#討論#最近ㄉ韓饒圈, http://www.dcard.tw/f/d05d1ad3-7678-47a7-b498-9e108b74657e/p/235886937, 2021-05-01, 21, 86 
第一次親親, http://www.dcard.tw/f/42851318-b9e2-4a75-8a05-9fe180becefe/p/235886326, 2021-05-01, 49, 86 
#討論 藝聲新歌-Beautiful Night, http://www.dcard.tw/f/52c22d4d-58ba-4dbf-862e-bbc5928a2eba/p/235881840, 2021-04-30, 4, 86 
渣男史 渣男死（下）, http://www.dcard.tw/f/42851318-b9e2-4a75-8a05-9fe180becefe/p/235881712, 2021-04-30, 31, 86 
被網美請吃飯的感覺, http://www.dcard.tw/f/75a726e6-d4e3-4902-a410-2430a39fffcb/p/235881318, 2021-04-30, 15, 86 
《火神的眼淚》今天首播！, http://www.dcard.tw/f/ba0145a2-adff-4229-9a84-9b26ebd2f7f0/p/235885959, 2021-04-30, 12, 85 
海大到底是多缺學生, http://www.dcard.tw/f/cd2959fe-5515-4c1e-bd35-1cd4c36b44f0/p/235885725, 2021-05-01, 101, 85 
居然抽中佩娜了, http://www.dcard.tw/f/16d8d779-4aff-4455-93e0-4a6cf3413d19/p/235885242, 2021-04-30, 43, 85 
胖子真的跟洋裝無緣嗎 🥲, http://www.dcard.tw/f/be1a095b-175e-4523-9e06-66a05d939676/p/235883543, 2021-04-30, 27, 85 
#分享#治癒人心的歌曲, http://www.dcard.tw/f/14f573f5-3f02-4821-8e18-f561d7b7db91/p/235890390, 2021-05-01, 20, 84 
最近不小心掉入ASTRO的陷阱裡🤪, http://www.dcard.tw/f/14f573f5-3f02-4821-8e18-f561d7b7db91/p/235888773, 2021-05-01, 13, 84 
手腳不胖，肚子下胸，胖得不行, http://www.dcard.tw/f/8a2a0b9a-7664-49b0-bff7-58389ef73a0d/p/235887624, 2021-05-01, 18, 84 
# 雷 在柯南商業成績屢創新高的同時回頭看M1是什麼感覺, http://www.dcard.tw/f/14185ae6-44ab-45e2-88da-ae97e0159c9f/p/235885057, 2021-05-01, 18, 84 
Louis Vuitton 香水組合拳, http://www.dcard.tw/f/c573dca4-8afd-4c56-8c53-4402ead7bdad/p/235884622, 2021-04-30, 9, 84 
真的有人這樣吃？, http://www.dcard.tw/f/de977130-f3eb-467b-822e-b0e91124e9eb/p/235883871, 2021-04-30, 21, 84 
我做錯了什麼嗎🤔？請益, http://www.dcard.tw/f/6eeeafb2-9dac-4d81-ae4b-ffecf0ad4444/p/235883837, 2021-04-30, 24, 84 
酒醉, http://www.dcard.tw/f/b5b2653a-6304-4564-9ea0-a4cec0be7aee/p/235881906, 2021-05-01, 3, 84 
#那些氣質出眾的人 是如何辦到的?, http://www.dcard.tw/f/14f573f5-3f02-4821-8e18-f561d7b7db91/p/235882123, 2021-04-30, 17, 83 
#分享 CHANEL 母親節購物分享, http://www.dcard.tw/f/cbd5285f-3cba-4bfc-86d0-1ab52d201459/p/235886683, 2021-05-01, 3, 82 
#試色 2021全新DIOR癮誘粉樣潤唇膏 #體驗箱, http://www.dcard.tw/f/cbd5285f-3cba-4bfc-86d0-1ab52d201459/p/235883551, 2021-04-30, 11, 82 
吳怡農大開門戶讓黑道入黨, http://www.dcard.tw/f/fc7574ad-e1df-43d2-bb06-8825c718c065/p/235882638, 2021-05-01, 34, 82 
#請益 眉毛會不會很怪, http://www.dcard.tw/f/cbd5285f-3cba-4bfc-86d0-1ab52d201459/p/235885295, 2021-04-30, 26, 81 
版主老婆撿火箭炮, http://www.dcard.tw/f/bd5f5b7c-5bb1-4a99-8e01-6c4e3451dd64/p/235887077, 2021-05-01, 5, 80 
Ninja 400 領不了牌 牽不了車, http://www.dcard.tw/f/d208d1e2-6f14-429b-97b7-75a2dd4f761c/p/235886456, 2021-05-01, 27, 80 
|全聯| READ BREAD貓咪生吐司！貓奴必吃❤, http://www.dcard.tw/f/de977130-f3eb-467b-822e-b0e91124e9eb/p/235883911, 2021-04-30, 11, 80 
#問 男生會想跟外貌比自己差的女生曖昧嗎, http://www.dcard.tw/f/42851318-b9e2-4a75-8a05-9fe180becefe/p/235881493, 2021-04-30, 48, 80 
不知如何選擇系, http://www.dcard.tw/f/cd2959fe-5515-4c1e-bd35-1cd4c36b44f0/p/235881074, 2021-04-30, 121, 79 
統測出這樣也太難, http://www.dcard.tw/f/d43f33f9-873f-46b3-9f24-38c90056b96c/p/235889180, 2021-05-01, 60, 78 
#分享 找到台中命定美甲師✨, http://www.dcard.tw/f/16b1b561-788e-4214-b4b7-e3102a35fa0d/p/235888355, 2021-05-01, 7, 78 
#收藏 柯南飲料第四彈！, http://www.dcard.tw/f/097fb2e9-a399-4b10-829c-53b988d189cc/p/235887073, 2021-05-01, 34, 78 
#請益 股票是誰在操控, http://www.dcard.tw/f/2fb88b62-aa28-4b18-af51-dda08dd037a9/p/235884508, 2021-04-30, 58, 78 
分享｜日系島設計碼 𝙿𝚊𝚛𝚝 𝟸, http://www.dcard.tw/f/cbf56d6a-2fa9-4c63-b646-47b27abf1c02/p/235883668, 2021-04-30, 17, 78 
#安利 大膽改編前輩歌曲？將Cover做到極致的男團#OnlyOneOf, http://www.dcard.tw/f/14f573f5-3f02-4821-8e18-f561d7b7db91/p/235883655, 2021-04-30, 15, 78 
#勸世文 小心渣男出沒, http://www.dcard.tw/f/42851318-b9e2-4a75-8a05-9fe180becefe/p/235883560, 2021-04-30, 20, 78 
脆脆花生可可堡-全家, http://www.dcard.tw/f/de977130-f3eb-467b-822e-b0e91124e9eb/p/235887870, 2021-05-01, 7, 77 
把台積電掛在嘴邊或是放在自介的人, http://www.dcard.tw/f/960b42f9-9dc3-483e-829f-466be52d2906/p/235887380, 2021-05-01, 82, 76 
莊園燉飯🥰, http://www.dcard.tw/f/de977130-f3eb-467b-822e-b0e91124e9eb/p/235882839, 2021-04-30, 2, 76 
#發問 #已解決 Butter Card Taiwan名稱問題, http://www.dcard.tw/f/9e4476fc-d1b4-4490-a578-fc4dc95ffc52/p/235881105, 2021-04-30, 17, 76 
#分享 母親節買了什麼、使用心得, http://www.dcard.tw/f/cbd5285f-3cba-4bfc-86d0-1ab52d201459/p/235889027, 2021-05-01, 10, 75 
小資族的穩定現金流  5種方法比較, http://www.dcard.tw/f/3bceb81c-574e-4a96-8050-4df56096d0df/p/235888252, 2021-05-01, 7, 75 
大家都不討論民進黨黑道事情？, http://www.dcard.tw/f/fc7574ad-e1df-43d2-bb06-8825c718c065/p/235886907, 2021-05-01, 80, 75 
神木男友第一次叫我寶貝, http://www.dcard.tw/f/42851318-b9e2-4a75-8a05-9fe180becefe/p/235886460, 2021-05-01, 10, 75 
[ＭＶ] Ariana Grande 驚喜釋出新單曲「POV」歌詞&舞蹈版MV, http://www.dcard.tw/f/14f573f5-3f02-4821-8e18-f561d7b7db91/p/235885070, 2021-05-01, 4, 75 
🖋#分享 醜單眼變正常的單眼, http://www.dcard.tw/f/6d1f3e37-667a-4f84-951d-2efebf51d32a/p/235881845, 2021-04-30, 18, 75 
#分享 發懶還是可以美美的😏唇泥取代腮紅眼影, http://www.dcard.tw/f/cbd5285f-3cba-4bfc-86d0-1ab52d201459/p/235887087, 2021-05-01, 8, 74 
台中新開低卡甜點❤️, http://www.dcard.tw/f/de977130-f3eb-467b-822e-b0e91124e9eb/p/235880817, 2021-04-30, 10, 74 
#分享 新品報報～2021新品防曬入手心得(雅漾/克蘭詩/Allie/YSL), http://www.dcard.tw/f/cbd5285f-3cba-4bfc-86d0-1ab52d201459/p/235883471, 2021-04-30, 2, 73 
店到店 寄件商品疑似被偷 被割開包裹, http://www.dcard.tw/f/75a726e6-d4e3-4902-a410-2430a39fffcb/p/235883078, 2021-04-30, 4, 73 
#討論 不要跟風啦, http://www.dcard.tw/f/cbd5285f-3cba-4bfc-86d0-1ab52d201459/p/235882906, 2021-04-30, 41, 73 
#情報 50嵐line pay 優惠, http://www.dcard.tw/f/817d71bb-ebdf-4326-b8aa-10df4fcdf03a/p/235888000, 2021-05-01, 15, 72 
我誰！！！？, http://www.dcard.tw/f/99049f5e-bb3d-420f-b708-52c384359952/p/235887323, 2021-05-01, 8, 72 
大家好像比較喜歡這味（微西施, http://www.dcard.tw/f/b5b2653a-6304-4564-9ea0-a4cec0be7aee/p/235886820, 2021-05-01, 3, 72 
寫履歷、面試前，先給自己做一下盤點, http://www.dcard.tw/f/6eeeafb2-9dac-4d81-ae4b-ffecf0ad4444/p/235886818, 2021-05-01, 1, 71 
知道為何你們新生被砲嗎, http://www.dcard.tw/f/cd2959fe-5515-4c1e-bd35-1cd4c36b44f0/p/235885615, 2021-04-30, 19, 71 
最近瘋狂循環的歌, http://www.dcard.tw/f/14f573f5-3f02-4821-8e18-f561d7b7db91/p/235883291, 2021-04-30, 11, 71 
#大眾占卜 Yes No +時間範圍的眾占來了！任何問題, http://www.dcard.tw/f/50b54456-b7d2-455c-a5b3-a883bba6f1a2/p/235888323, 2021-05-01, 234, 70 
#討論 unleashia封鎖美妝kol, http://www.dcard.tw/f/cbd5285f-3cba-4bfc-86d0-1ab52d201459/p/235888287, 2021-05-01, 13, 70 
#分享 #出遊 #熱到爆💦的連假隨身bag 🎒, http://www.dcard.tw/f/cbd5285f-3cba-4bfc-86d0-1ab52d201459/p/235886521, 2021-05-01, 5, 70 
#請益 醫學系要買iPad +巧控鍵盤or iPad +MacBook Air ？, http://www.dcard.tw/f/42bfdc63-8601-4e87-b53c-53d831caa2cf/p/235884986, 2021-05-01, 61, 70 
就是最近很廚Hololive...所以就把自己變成婆的部分, http://www.dcard.tw/f/6754ab63-036c-49ba-bfa4-b95945046e29/p/235883491, 2021-04-30, 16, 70 
貓頭的味道, http://www.dcard.tw/f/7ee21581-1307-4ba9-b9dc-82028bdcca49/p/235882417, 2021-04-30, 27, 70 
#分享 那些捨不得用的彩妝🥲（圖多）還有失敗的截斷式眼影, http://www.dcard.tw/f/cbd5285f-3cba-4bfc-86d0-1ab52d201459/p/235881347, 2021-04-30, 8, 70 
Mamamoo Live now 演唱會, http://www.dcard.tw/f/14f573f5-3f02-4821-8e18-f561d7b7db91/p/235889064, 2021-05-01, 14, 69 
‼️黑特 寶雅 忠孝明曜店店員不當行為, http://www.dcard.tw/f/75a726e6-d4e3-4902-a410-2430a39fffcb/p/235888543, 2021-05-01, 22, 69 
這個工作要去嗎？, http://www.dcard.tw/f/6eeeafb2-9dac-4d81-ae4b-ffecf0ad4444/p/235884549, 2021-05-01, 34, 69 
你這樣搞的我好像在對你做壞壞的事, http://www.dcard.tw/f/7ee21581-1307-4ba9-b9dc-82028bdcca49/p/235883670, 2021-04-30, 1, 69 
#轉 文組想走學術的必看, http://www.dcard.tw/f/d43f33f9-873f-46b3-9f24-38c90056b96c/p/235882214, 2021-04-30, 23, 69 
不是男友但卻擅自跑來你家樓下, http://www.dcard.tw/f/75a726e6-d4e3-4902-a410-2430a39fffcb/p/235882104, 2021-04-30, 23, 69 
超商零食, http://www.dcard.tw/f/de977130-f3eb-467b-822e-b0e91124e9eb/p/235887838, 2021-05-01, 12, 68 
小貓送養, http://www.dcard.tw/f/7ee21581-1307-4ba9-b9dc-82028bdcca49/p/235887105, 2021-05-01, 9, 68 
這兩天有點小受傷的新飯……, http://www.dcard.tw/f/52c22d4d-58ba-4dbf-862e-bbc5928a2eba/p/235884752, 2021-04-30, 49, 68 
蔡英文：經濟成長果實 應回饋辛苦勞工, http://www.dcard.tw/f/fc7574ad-e1df-43d2-bb06-8825c718c065/p/235887541, 2021-05-01, 19, 67 
今天的50嵐有康乃馨🥰🥰🥰, http://www.dcard.tw/f/de977130-f3eb-467b-822e-b0e91124e9eb/p/235886486, 2021-05-01, 3, 67 
2021伯賢生日應援活動🐯❤️, http://www.dcard.tw/f/56fa9926-2412-47af-9046-194dd4d8f51c/p/235882128, 2021-04-30, 2, 67 
CP3想秀？   結果被抄, http://www.dcard.tw/f/214c3abb-6cf8-44b2-86b3-c156a9c5bbf2/p/235880772, 2021-04-30, 4, 67 
家裡到處長貓咪, http://www.dcard.tw/f/7ee21581-1307-4ba9-b9dc-82028bdcca49/p/235889131, 2021-05-01, 8, 66 
求推薦團綜或韓國綜藝+分享！（文長）, http://www.dcard.tw/f/14f573f5-3f02-4821-8e18-f561d7b7db91/p/235888666, 2021-05-01, 44, 66 
#其他 以後會不會稱現在為大股神時代, http://www.dcard.tw/f/2fb88b62-aa28-4b18-af51-dda08dd037a9/p/235886208, 2021-04-30, 17, 66 
蔡依林演唱會 Damn good #UglyBeauty, http://www.dcard.tw/f/14f573f5-3f02-4821-8e18-f561d7b7db91/p/235886137, 2021-05-01, 11, 66 
不要在蔬菜買教練課！教你怎麼選教練！, http://www.dcard.tw/f/9b5213d6-4427-4a3c-b788-efa19493631c/p/235885028, 2021-04-30, 19, 66 
大家喜歡吃哪家的乾拌麵？, http://www.dcard.tw/f/de977130-f3eb-467b-822e-b0e91124e9eb/p/235883092, 2021-04-30, 19, 66 
#其他 應屆畢業已換三家醫院, http://www.dcard.tw/f/b22d2f5d-3c06-4d08-96b8-770eb38e8f96/p/235882973, 2021-05-01, 32, 66 
#分享 終於找到好用的開架洗卸💚CeraVe泡沫潔膚乳, http://www.dcard.tw/f/cbd5285f-3cba-4bfc-86d0-1ab52d201459/p/235880955, 2021-04-30, 4, 66 
