Title, Link, Date, CommentsNb, LikesNb 
#分享 CODEMINT 周揚青彩妝品牌💚, http://www.dcard.tw/f/cbd5285f-3cba-4bfc-86d0-1ab52d201459/p/235888435, 2021-05-01, 9, 65 
母單27年了，好想哭 路過進來看一下拜託各位了😢, http://www.dcard.tw/f/75a726e6-d4e3-4902-a410-2430a39fffcb/p/235887693, 2021-05-01, 89, 65 
#分享 突然發現到的SHINee男粉, http://www.dcard.tw/f/f0b871c6-ad91-41b4-8e98-0d6b3ebf2844/p/235887652, 2021-05-01, 9, 65 
#分享 HR面試心得（資誠/ 群創/ 台灣大哥大/ Intel/ 華泰）, http://www.dcard.tw/f/6eeeafb2-9dac-4d81-ae4b-ffecf0ad4444/p/235886504, 2021-05-01, 8, 65 
不要說男女了，人與人之間有純友誼嗎, http://www.dcard.tw/f/75a726e6-d4e3-4902-a410-2430a39fffcb/p/235885050, 2021-04-30, 18, 65 
#請益🙏, http://www.dcard.tw/f/c573dca4-8afd-4c56-8c53-4402ead7bdad/p/235884939, 2021-04-30, 27, 65 
腳抽筋就要分手🙂, http://www.dcard.tw/f/42851318-b9e2-4a75-8a05-9fe180becefe/p/235884494, 2021-05-01, 36, 65 
#分享 胖胖手四個月的美甲💅, http://www.dcard.tw/f/16b1b561-788e-4214-b4b7-e3102a35fa0d/p/235883303, 2021-04-30, 10, 65 
#其他 最後一哩的學姐, http://www.dcard.tw/f/b22d2f5d-3c06-4d08-96b8-770eb38e8f96/p/235882726, 2021-04-30, 10, 65 
10年銀行工作～心情抒發, http://www.dcard.tw/f/5f5d5f53-584d-4871-b6f0-afe8c24ce37e/p/235885634, 2021-04-30, 42, 64 
為什麼貓貓遇到不喜歡吃的東西就甩手？？, http://www.dcard.tw/f/7ee21581-1307-4ba9-b9dc-82028bdcca49/p/235881660, 2021-04-30, 12, 64 
#紅牌 等車？機會就沒了, http://www.dcard.tw/f/2cffc289-d332-4d4e-95a7-cae58a1778aa/p/235889354, 2021-05-01, 20, 63 
她們不紅了嗎？點閱率低得好誇張..., http://www.dcard.tw/f/14f573f5-3f02-4821-8e18-f561d7b7db91/p/235889000, 2021-05-01, 25, 63 
老二平均數據到底哪裡來的？, http://www.dcard.tw/f/255fd275-fec2-49d2-8e46-2e1557ffaeb0/p/235886757, 2021-05-01, 26, 63 
#大眾占卜 __是個什麼樣的人（自行帶入）, http://www.dcard.tw/f/50b54456-b7d2-455c-a5b3-a883bba6f1a2/p/235885184, 2021-04-30, 7, 63 
中正大學4師生與確診者近距離接觸 居家隔離, http://www.dcard.tw/f/fc7574ad-e1df-43d2-bb06-8825c718c065/p/235884966, 2021-04-30, 4, 63 
😳, http://www.dcard.tw/f/b5b2653a-6304-4564-9ea0-a4cec0be7aee/p/235884337, 2021-04-30, 10, 63 
#分享 眼瞼下至+臥蠶=簡單精緻單眼皮, http://www.dcard.tw/f/cbd5285f-3cba-4bfc-86d0-1ab52d201459/p/235883971, 2021-04-30, 11, 63 
錄取A公司實際領B公司薪水, http://www.dcard.tw/f/6eeeafb2-9dac-4d81-ae4b-ffecf0ad4444/p/235881709, 2021-04-30, 38, 63 
#更新 屏東幼貓送養（有照片）, http://www.dcard.tw/f/7ee21581-1307-4ba9-b9dc-82028bdcca49/p/235881545, 2021-05-01, 16, 63 
職場就是要這種老師傅, http://www.dcard.tw/f/c332e370-8d22-4b07-80ce-f27a93872962/p/235886932, 2021-05-01, 8, 62 
分享民宿飯店有提供嬰兒床、消毒鍋及澡盆, http://www.dcard.tw/f/c1f60d65-4f49-4a56-9c00-f162c93e31a9/p/235883637, 2021-04-30, 3, 62 
姊姊套路中#46 互換, http://www.dcard.tw/f/b5b2653a-6304-4564-9ea0-a4cec0be7aee/p/235891793, 2021-05-01, 17, 60 
鳳梨咖啡🍍意外好喝爽口🍹#高雄韓風咖啡廳 想念不甜不膩的這一杯～, http://www.dcard.tw/f/de977130-f3eb-467b-822e-b0e91124e9eb/p/235888893, 2021-05-01, 0, 60 
考學測好難...., http://www.dcard.tw/f/cd2959fe-5515-4c1e-bd35-1cd4c36b44f0/p/235887342, 2021-05-01, 69, 60 
中正當然贏過輔仁, http://www.dcard.tw/f/d43f33f9-873f-46b3-9f24-38c90056b96c/p/235883369, 2021-04-30, 101, 60 
板橋超美味的麵線, http://www.dcard.tw/f/de977130-f3eb-467b-822e-b0e91124e9eb/p/235881521, 2021-04-30, 6, 60 
鄭氏姊妹 比例好好ಥ_ಥ, http://www.dcard.tw/f/14f573f5-3f02-4821-8e18-f561d7b7db91/p/235890572, 2021-05-01, 10, 59 
被女生嚇到了, http://www.dcard.tw/f/b5b2653a-6304-4564-9ea0-a4cec0be7aee/p/235885614, 2021-04-30, 14, 59 
#疑問 哈機哈機馬時期的影片, http://www.dcard.tw/f/3fc54182-dc8a-4008-82ba-a12ac2e09a8c/p/235885368, 2021-04-30, 8, 59 
#分享 成功購入 資生堂小紅瓶買一送一組, http://www.dcard.tw/f/cbd5285f-3cba-4bfc-86d0-1ab52d201459/p/235887187, 2021-05-01, 10, 58 
#請益 粉餅（內有選手）, http://www.dcard.tw/f/cbd5285f-3cba-4bfc-86d0-1ab52d201459/p/235885688, 2021-05-01, 18, 58 
更多車廠以安全為名 將極速限制在180km/h, http://www.dcard.tw/f/d208d1e2-6f14-429b-97b7-75a2dd4f761c/p/235883326, 2021-04-30, 53, 58 
拉麵列車出發囉！｜第一站➡️新莊, http://www.dcard.tw/f/de977130-f3eb-467b-822e-b0e91124e9eb/p/235882295, 2021-04-30, 4, 58 
#分享 夏日油畫暈染美甲🌟, http://www.dcard.tw/f/16b1b561-788e-4214-b4b7-e3102a35fa0d/p/235888547, 2021-05-01, 2, 57 
#分享 雅詩蘭黛在momo也有旗艦店啦, http://www.dcard.tw/f/cbd5285f-3cba-4bfc-86d0-1ab52d201459/p/235887650, 2021-05-01, 8, 57 
減塑紀錄#1, http://www.dcard.tw/f/49eed176-a7ad-492c-b6cf-77733ab633ef/p/235886411, 2021-05-01, 5, 57 
吃醋了怎麼辦..., http://www.dcard.tw/f/b5b2653a-6304-4564-9ea0-a4cec0be7aee/p/235884374, 2021-04-30, 13, 57 
當亞洲實況主遇到種族歧視, http://www.dcard.tw/f/fc7574ad-e1df-43d2-bb06-8825c718c065/p/235883786, 2021-04-30, 13, 57 
Jet SL 跟 勁戰6 該選哪台？, http://www.dcard.tw/f/d208d1e2-6f14-429b-97b7-75a2dd4f761c/p/235882500, 2021-04-30, 102, 57 
#情報  innisfree向日葵防曬買一送一🌻, http://www.dcard.tw/f/cbd5285f-3cba-4bfc-86d0-1ab52d201459/p/235888895, 2021-05-01, 2, 56 
2021信用卡首刷禮懶人包~小資族必看, http://www.dcard.tw/f/3bceb81c-574e-4a96-8050-4df56096d0df/p/235888404, 2021-05-01, 1, 56 
去全家買到壞掉的地瓜？, http://www.dcard.tw/f/75a726e6-d4e3-4902-a410-2430a39fffcb/p/235888332, 2021-05-01, 16, 56 
一個放棄指考，甚至放棄學測跟高中生活的人-給迷惘的人一點方向, http://www.dcard.tw/f/cd2959fe-5515-4c1e-bd35-1cd4c36b44f0/p/235884507, 2021-04-30, 6, 56 
台灣與各國貿易總額, http://www.dcard.tw/f/fc7574ad-e1df-43d2-bb06-8825c718c065/p/235883758, 2021-04-30, 8, 56 
最愛的卸妝水！用了五年還是不變心, http://www.dcard.tw/f/cbd5285f-3cba-4bfc-86d0-1ab52d201459/p/235882694, 2021-04-30, 5, 56 
分享olens French 香榭棕～, http://www.dcard.tw/f/3b54b08f-27c3-4048-9777-c40def9ac9e1/p/235881106, 2021-04-30, 14, 56 
網美歐陽妮妮會辦抽獎, http://www.dcard.tw/f/255fd275-fec2-49d2-8e46-2e1557ffaeb0/p/235887405, 2021-05-01, 43, 55 
「分享」小豆芽環保杯-旅行好夥伴, http://www.dcard.tw/f/49eed176-a7ad-492c-b6cf-77733ab633ef/p/235884246, 2021-04-30, 9, 55 
#分享 戒斷放大片ing～巧遇舒適好手 OPT透明月拋, http://www.dcard.tw/f/3b54b08f-27c3-4048-9777-c40def9ac9e1/p/235884016, 2021-04-30, 6, 55 
我只是想知道我漂不漂亮, http://www.dcard.tw/f/6754ab63-036c-49ba-bfa4-b95945046e29/p/235882970, 2021-04-30, 23, 55 
五月｜手機桌布, http://www.dcard.tw/f/283fe663-ed14-4f3b-b472-1fbdd7c26b00/p/235882170, 2021-04-30, 5, 55 
#料理 我的不專業減脂便當, http://www.dcard.tw/f/d7db42a8-bedb-4ea2-96a7-c9034f4dd89a/p/235880899, 2021-04-30, 30, 55 
台北美食分享Part6, http://www.dcard.tw/f/de977130-f3eb-467b-822e-b0e91124e9eb/p/235890342, 2021-05-01, 3, 54 
墨洋拉麵。極上貝貝麵ʔ•̫͡•ʔ, http://www.dcard.tw/f/de977130-f3eb-467b-822e-b0e91124e9eb/p/235890133, 2021-05-01, 0, 54 
原來我的星座不是我的星座, http://www.dcard.tw/f/4c6964fc-8b39-4480-a844-847f09e4e09d/p/235889273, 2021-05-01, 8, 54 
理財三大拖延症, http://www.dcard.tw/f/3bceb81c-574e-4a96-8050-4df56096d0df/p/235887477, 2021-05-01, 2, 54 
KAIBEAUTY 睫毛膏到底值不值得買🌝心得分享, http://www.dcard.tw/f/cbd5285f-3cba-4bfc-86d0-1ab52d201459/p/235887357, 2021-05-01, 3, 54 
#分享 伯爵茶古早味蛋糕, http://www.dcard.tw/f/d7db42a8-bedb-4ea2-96a7-c9034f4dd89a/p/235887332, 2021-05-01, 0, 54 
#情報 新季節與小王子合作！！！！！, http://www.dcard.tw/f/0c23472a-1a56-4735-a88b-68134197d4e3/p/235886373, 2021-05-01, 5, 54 
霞海城隍廟 太神奇了😯, http://www.dcard.tw/f/42851318-b9e2-4a75-8a05-9fe180becefe/p/235886296, 2021-05-01, 2, 54 
#分享 Burberry格紋環保帆布信使包, http://www.dcard.tw/f/c573dca4-8afd-4c56-8c53-4402ead7bdad/p/235885579, 2021-04-30, 8, 54 
大家都花了多少錢, http://www.dcard.tw/f/cd2959fe-5515-4c1e-bd35-1cd4c36b44f0/p/235884340, 2021-04-30, 112, 54 
#情報 海昌 2副免費體驗, http://www.dcard.tw/f/817d71bb-ebdf-4326-b8aa-10df4fcdf03a/p/235890107, 2021-05-01, 4, 53 
讓備取能更安心！新生請入內🥺, http://www.dcard.tw/f/cd2959fe-5515-4c1e-bd35-1cd4c36b44f0/p/235887472, 2021-05-01, 11, 53 
正備取 放棄表單, http://www.dcard.tw/f/cd2959fe-5515-4c1e-bd35-1cd4c36b44f0/p/235887455, 2021-05-01, 13, 53 
Celine micro 水桶, http://www.dcard.tw/f/c573dca4-8afd-4c56-8c53-4402ead7bdad/p/235887310, 2021-05-01, 14, 53 
妙齡女咖啡店喝奶茶突頭昏　竟是鄰桌遊艇達人下藥！手機驚見矇眼性侵片, http://www.dcard.tw/f/fc7574ad-e1df-43d2-bb06-8825c718c065/p/235885407, 2021-04-30, 3, 53 
資生堂小紅瓶、雅詩小棕瓶買一送一，有人搶到嗎？, http://www.dcard.tw/f/cbd5285f-3cba-4bfc-86d0-1ab52d201459/p/235885018, 2021-04-30, 23, 53 
印度裔男友因為我開始吃牛肉, http://www.dcard.tw/f/42851318-b9e2-4a75-8a05-9fe180becefe/p/235883494, 2021-05-01, 30, 53 
前男友現任女友面試同系考贏我, http://www.dcard.tw/f/cd2959fe-5515-4c1e-bd35-1cd4c36b44f0/p/235882042, 2021-05-01, 40, 53 
最近的美食版, http://www.dcard.tw/f/de977130-f3eb-467b-822e-b0e91124e9eb/p/235881596, 2021-04-30, 10, 53 
#新聞 華航疫情延燒🔥, http://www.dcard.tw/f/2fb88b62-aa28-4b18-af51-dda08dd037a9/p/235881255, 2021-04-30, 52, 53 
台積電到底干你屁事😊？, http://www.dcard.tw/f/960b42f9-9dc3-483e-829f-466be52d2906/p/235890402, 2021-05-01, 60, 52 
#情報 Line表情貼限時半價！！, http://www.dcard.tw/f/817d71bb-ebdf-4326-b8aa-10df4fcdf03a/p/235884104, 2021-04-30, 13, 52 
愛你所愛，他是0 我是T, http://www.dcard.tw/f/42851318-b9e2-4a75-8a05-9fe180becefe/p/235882302, 2021-04-30, 12, 52 
#分享✨五月份的桌布來啦, http://www.dcard.tw/f/f72e3b1d-3c9a-4fec-8a61-41c76cc317af/p/235886028, 2021-04-30, 7, 51 
妳是這世界的美好, http://www.dcard.tw/f/b5b2653a-6304-4564-9ea0-a4cec0be7aee/p/235883339, 2021-04-30, 3, 51 
#多肉 多肉禮盒, http://www.dcard.tw/f/4736baba-5375-40b6-8a1b-f3a24be6bf24/p/235882254, 2021-04-30, 11, 51 
被發掘當素人網紅？, http://www.dcard.tw/f/f72e3b1d-3c9a-4fec-8a61-41c76cc317af/p/235882247, 2021-04-30, 25, 51 
大痘痘消不掉（已看皮膚科）, http://www.dcard.tw/f/cbd5285f-3cba-4bfc-86d0-1ab52d201459/p/235889553, 2021-05-01, 18, 50 
滿滿的芋泥٩(ˊᗜˋ )و, http://www.dcard.tw/f/de977130-f3eb-467b-822e-b0e91124e9eb/p/235889416, 2021-05-01, 2, 50 
當直女的感覺, http://www.dcard.tw/f/b5b2653a-6304-4564-9ea0-a4cec0be7aee/p/235885259, 2021-04-30, 5, 50 
在這座城市遺失了妳, http://www.dcard.tw/f/b5b2653a-6304-4564-9ea0-a4cec0be7aee/p/235883931, 2021-04-30, 7, 50 
#分享 咬甲人進步到可以做美美指甲啦, http://www.dcard.tw/f/16b1b561-788e-4214-b4b7-e3102a35fa0d/p/235883572, 2021-04-30, 6, 50 
中共為何遲遲不公布2020年人口普查數據, http://www.dcard.tw/f/fc7574ad-e1df-43d2-bb06-8825c718c065/p/235889323, 2021-05-01, 5, 49 
有人知道這部是什麼嗎？, http://www.dcard.tw/f/ba0145a2-adff-4229-9a84-9b26ebd2f7f0/p/235886995, 2021-05-01, 7, 49 
特賣倒數~5/2, http://www.dcard.tw/f/cbd5285f-3cba-4bfc-86d0-1ab52d201459/p/235885195, 2021-04-30, 8, 49 
#情報 特價資訊, http://www.dcard.tw/f/cbd5285f-3cba-4bfc-86d0-1ab52d201459/p/235885104, 2021-04-30, 0, 49 
手作段帶耳環+uv膠耳環分享, http://www.dcard.tw/f/c82dae3f-28ba-4aae-961d-c754e6ccd37a/p/235884557, 2021-04-30, 1, 49 
救救我, http://www.dcard.tw/f/cd2959fe-5515-4c1e-bd35-1cd4c36b44f0/p/235883183, 2021-04-30, 30, 49 
#分享 淡妝媽濃妝孩😇復古微港味仿妝, http://www.dcard.tw/f/cbd5285f-3cba-4bfc-86d0-1ab52d201459/p/235882546, 2021-04-30, 12, 49 
#綜藝 TTT TDOONG Entertainment S2 EP.05, http://www.dcard.tw/f/8329565a-d1da-4a46-a3d3-aff6f9f8ddbf/p/235881998, 2021-04-30, 4, 49 
這是什麼產品？, http://www.dcard.tw/f/cbd5285f-3cba-4bfc-86d0-1ab52d201459/p/235889296, 2021-05-01, 7, 48 
#創造營 井朧甘望星 神仙友誼, http://www.dcard.tw/f/14f573f5-3f02-4821-8e18-f561d7b7db91/p/235885416, 2021-04-30, 9, 48 
正取不去串, http://www.dcard.tw/f/cd2959fe-5515-4c1e-bd35-1cd4c36b44f0/p/235884149, 2021-04-30, 15, 48 
#分享 分享抗痘史, http://www.dcard.tw/f/cbd5285f-3cba-4bfc-86d0-1ab52d201459/p/235884099, 2021-05-01, 3, 48 
更）給一星評論店家叫我滾, http://www.dcard.tw/f/75a726e6-d4e3-4902-a410-2430a39fffcb/p/235883629, 2021-05-01, 42, 48 
等客人中, http://www.dcard.tw/f/6754ab63-036c-49ba-bfa4-b95945046e29/p/235883463, 2021-04-30, 11, 48 
突然就get女友了, http://www.dcard.tw/f/b5b2653a-6304-4564-9ea0-a4cec0be7aee/p/235891136, 2021-05-01, 8, 47 
(文長慎入)白眼到極致的新進人員🙄, http://www.dcard.tw/f/6eeeafb2-9dac-4d81-ae4b-ffecf0ad4444/p/235885538, 2021-04-30, 13, 47 
Re:我只跟會付錢的男生單獨出來, http://www.dcard.tw/f/255fd275-fec2-49d2-8e46-2e1557ffaeb0/p/235885317, 2021-04-30, 13, 47 
請不要逃避弱項, http://www.dcard.tw/f/9b5213d6-4427-4a3c-b788-efa19493631c/p/235881749, 2021-04-30, 52, 47 
到處弄壞地板的愛豆, http://www.dcard.tw/f/14f573f5-3f02-4821-8e18-f561d7b7db91/p/235891548, 2021-05-01, 13, 46 
插畫初學者⸜(๑⃙⃘'ᵕ'๑⃙⃘)⸝⋆︎*, http://www.dcard.tw/f/283fe663-ed14-4f3b-b472-1fbdd7c26b00/p/235889334, 2021-05-01, 9, 46 
希望大家都能好好的, http://www.dcard.tw/f/b5b2653a-6304-4564-9ea0-a4cec0be7aee/p/235888909, 2021-05-01, 0, 46 
被笑是老人食物（？, http://www.dcard.tw/f/de977130-f3eb-467b-822e-b0e91124e9eb/p/235887213, 2021-05-01, 14, 46 
如何做出高級的貓咪麵包🍞, http://www.dcard.tw/f/7ee21581-1307-4ba9-b9dc-82028bdcca49/p/235886724, 2021-05-01, 2, 46 
超詳細分享 YSL卡包, http://www.dcard.tw/f/c573dca4-8afd-4c56-8c53-4402ead7bdad/p/235885467, 2021-04-30, 8, 46 
泳衣選擇, http://www.dcard.tw/f/f72e3b1d-3c9a-4fec-8a61-41c76cc317af/p/235885388, 2021-04-30, 7, 46 
非主流的菜?, http://www.dcard.tw/f/b5b2653a-6304-4564-9ea0-a4cec0be7aee/p/235884127, 2021-05-01, 19, 46 
#分享 超簡單電眼眼妝⚡️, http://www.dcard.tw/f/cbd5285f-3cba-4bfc-86d0-1ab52d201459/p/235882752, 2021-04-30, 2, 46 
真香！克蘭詩5P防禦水凝乳送你啦～ #開箱大使, http://www.dcard.tw/f/cbd5285f-3cba-4bfc-86d0-1ab52d201459/p/235881420, 2021-04-30, 10, 46 
Kura Kura special Dance Clip!!, http://www.dcard.tw/f/8329565a-d1da-4a46-a3d3-aff6f9f8ddbf/p/235891501, 2021-05-01, 5, 45 
我把半個亞洲的BL劇放在這裡了，自己去拿吧 part4, http://www.dcard.tw/f/b5b2653a-6304-4564-9ea0-a4cec0be7aee/p/235889353, 2021-05-01, 12, 45 
JL還沒出就能爆改, http://www.dcard.tw/f/d208d1e2-6f14-429b-97b7-75a2dd4f761c/p/235886304, 2021-05-01, 0, 45 
選擇學校的困難🆘🆘, http://www.dcard.tw/f/cd2959fe-5515-4c1e-bd35-1cd4c36b44f0/p/235886056, 2021-04-30, 57, 45 
年薪百萬 只是社會底層, http://www.dcard.tw/f/75a726e6-d4e3-4902-a410-2430a39fffcb/p/235885505, 2021-04-30, 25, 45 
請問這樣算多嗎？, http://www.dcard.tw/f/3bceb81c-574e-4a96-8050-4df56096d0df/p/235883318, 2021-04-30, 25, 45 
書單分享, http://www.dcard.tw/f/a36c1acc-2417-4c75-924f-4079bb5b8e79/p/235881917, 2021-04-30, 0, 45 
跟男友用剩的潤滑被家人發現.., http://www.dcard.tw/f/b5b2653a-6304-4564-9ea0-a4cec0be7aee/p/235881463, 2021-04-30, 4, 45 
今天救援的母帶子跪求一個溫暖的家！, http://www.dcard.tw/f/7ee21581-1307-4ba9-b9dc-82028bdcca49/p/235881005, 2021-04-30, 6, 45 
比天之驕女還好看的劇情-更新, http://www.dcard.tw/f/42851318-b9e2-4a75-8a05-9fe180becefe/p/235890010, 2021-05-01, 8, 44 
轉：SJ銀赫與新冠肺炎確診者路線重疊，已自主進行檢測。, http://www.dcard.tw/f/52c22d4d-58ba-4dbf-862e-bbc5928a2eba/p/235887505, 2021-05-01, 5, 44 
高雄民族路 限速40？, http://www.dcard.tw/f/d208d1e2-6f14-429b-97b7-75a2dd4f761c/p/235886545, 2021-05-01, 71, 44 
#黑特 台南東區某動物醫院.., http://www.dcard.tw/f/7ee21581-1307-4ba9-b9dc-82028bdcca49/p/235884344, 2021-04-30, 21, 44 
#問題 #問題 #考試手模, http://www.dcard.tw/f/16b1b561-788e-4214-b4b7-e3102a35fa0d/p/235883514, 2021-04-30, 7, 44 
#試色 #實擦 植村秀BG04, http://www.dcard.tw/f/cbd5285f-3cba-4bfc-86d0-1ab52d201459/p/235882269, 2021-04-30, 2, 44 
#6116 彩晶 加碼 獲利了結？, http://www.dcard.tw/f/2fb88b62-aa28-4b18-af51-dda08dd037a9/p/235881532, 2021-04-30, 53, 44 
#美劇 季數不多的已完結影集推薦, http://www.dcard.tw/f/28e79ba0-8ded-4acc-a6b2-f015bdef7605/p/235881319, 2021-05-01, 10, 44 
麻煩大家給大自然一個家, http://www.dcard.tw/f/fc7574ad-e1df-43d2-bb06-8825c718c065/p/235889761, 2021-05-01, 3, 43 
失去蛋蛋之力Day 4, http://www.dcard.tw/f/7ee21581-1307-4ba9-b9dc-82028bdcca49/p/235887797, 2021-05-01, 5, 43 
泰國學運領袖絕食46天 被轉送醫院治療, http://www.dcard.tw/f/fc7574ad-e1df-43d2-bb06-8825c718c065/p/235884806, 2021-04-30, 1, 43 
自動裹粉的花生麻糬, http://www.dcard.tw/f/7ee21581-1307-4ba9-b9dc-82028bdcca49/p/235884784, 2021-04-30, 7, 43 
近藤真彥退出J家, http://www.dcard.tw/f/14f573f5-3f02-4821-8e18-f561d7b7db91/p/235881411, 2021-04-30, 17, 43 
節儉的婆婆, http://www.dcard.tw/f/f11e8d02-6756-4376-9db3-e1cca4d2a66c/p/235888662, 2021-05-01, 36, 42 
股市近期是否有泡泡的跡象, http://www.dcard.tw/f/2fb88b62-aa28-4b18-af51-dda08dd037a9/p/235887808, 2021-05-01, 79, 42 
#分享 LV vavin, http://www.dcard.tw/f/c573dca4-8afd-4c56-8c53-4402ead7bdad/p/235887502, 2021-05-01, 5, 42 
👉新手眼線和眉毛求批🧎‍♀️, http://www.dcard.tw/f/cbd5285f-3cba-4bfc-86d0-1ab52d201459/p/235884963, 2021-04-30, 6, 42 
#分享 FINAL CALL!!免稅品揪團, http://www.dcard.tw/f/cbd5285f-3cba-4bfc-86d0-1ab52d201459/p/235884539, 2021-04-30, 0, 42 
#試色 Maybelline霧面唇釉, http://www.dcard.tw/f/cbd5285f-3cba-4bfc-86d0-1ab52d201459/p/235884380, 2021-04-30, 1, 42 
解鎖新技能, http://www.dcard.tw/f/b5b2653a-6304-4564-9ea0-a4cec0be7aee/p/235881962, 2021-04-30, 4, 42 
今年統測的國寫題目真的很不好意思, http://www.dcard.tw/f/d43f33f9-873f-46b3-9f24-38c90056b96c/p/235889463, 2021-05-01, 31, 41 
可鹽可甜晶石貓眼🤍, http://www.dcard.tw/f/16b1b561-788e-4214-b4b7-e3102a35fa0d/p/235888013, 2021-05-01, 3, 41 
這樣是有喜歡了嗎？, http://www.dcard.tw/f/b5b2653a-6304-4564-9ea0-a4cec0be7aee/p/235887669, 2021-05-01, 2, 41 
請益 適合夏天的唇膏, http://www.dcard.tw/f/cbd5285f-3cba-4bfc-86d0-1ab52d201459/p/235886663, 2021-05-01, 7, 41 
小孩子才看語錄, http://www.dcard.tw/f/75a726e6-d4e3-4902-a410-2430a39fffcb/p/235885804, 2021-04-30, 5, 41 
微西斯*幫男友吃結果爆吐ಠ_ಠ, http://www.dcard.tw/f/a1aaa6e6-2594-4968-b7dc-e1b14bea96f4/p/235884357, 2021-04-30, 10, 41 
交大 清大 成大 哪間學校籃球🏀的氛圍比較好, http://www.dcard.tw/f/863b960a-72a8-4479-80a2-b976275c002e/p/235883184, 2021-04-30, 39, 41 
#臨床相關問題 才剛上班2個月又想離職了, http://www.dcard.tw/f/b22d2f5d-3c06-4d08-96b8-770eb38e8f96/p/235882897, 2021-04-30, 8, 41 
#分享 4月甜文書單✨, http://www.dcard.tw/f/a36c1acc-2417-4c75-924f-4079bb5b8e79/p/235890327, 2021-05-01, 3, 40 
十二星座 回喜歡的人訊息💬, http://www.dcard.tw/f/4c6964fc-8b39-4480-a844-847f09e4e09d/p/235890267, 2021-05-01, 14, 40 
台北懸日與巨石陣時刻, http://www.dcard.tw/f/d0cd5819-4627-4b5f-8a8e-050976e0fba1/p/235890033, 2021-05-01, 4, 40 
再增1機師家人染疫　華航案累積20人確診, http://www.dcard.tw/f/fc7574ad-e1df-43d2-bb06-8825c718c065/p/235887659, 2021-05-01, 11, 40 
倩碧官網疑問, http://www.dcard.tw/f/cbd5285f-3cba-4bfc-86d0-1ab52d201459/p/235885377, 2021-04-30, 1, 40 
不甩左派施壓 馬克宏將紀念拿破崙逝世200周年, http://www.dcard.tw/f/fc7574ad-e1df-43d2-bb06-8825c718c065/p/235884834, 2021-04-30, 0, 40 
4/30, http://www.dcard.tw/f/255fd275-fec2-49d2-8e46-2e1557ffaeb0/p/235882770, 2021-04-30, 17, 40 
#分享 倒置眼妝/日常眼妝, http://www.dcard.tw/f/cbd5285f-3cba-4bfc-86d0-1ab52d201459/p/235882446, 2021-04-30, 1, 40 
馬來西亞youtuber YBB道歉了, http://www.dcard.tw/f/b7db78c7-7b32-4da5-a565-907a892259d7/p/235882364, 2021-05-01, 22, 40 
吳怡農：事發當下才知趙家的黑道背景, http://www.dcard.tw/f/fc7574ad-e1df-43d2-bb06-8825c718c065/p/235881402, 2021-04-30, 29, 40 
#分享 unleashia 亮片百科九宮格眼影💋/幫大地色眼妝來點不一樣的🌠, http://www.dcard.tw/f/cbd5285f-3cba-4bfc-86d0-1ab52d201459/p/235881265, 2021-04-30, 2, 40 
#問 Gucci花悅香氛髮香噴霧哪裡買得到😭, http://www.dcard.tw/f/cbd5285f-3cba-4bfc-86d0-1ab52d201459/p/235889753, 2021-05-01, 5, 39 
我其實只是正常的去交友, http://www.dcard.tw/f/42851318-b9e2-4a75-8a05-9fe180becefe/p/235886992, 2021-05-01, 15, 39 
多囊內射會懷孕嗎, http://www.dcard.tw/f/f72e3b1d-3c9a-4fec-8a61-41c76cc317af/p/235886904, 2021-05-01, 25, 39 
有人跟另一半年紀差10歲以上嗎？我覺得過不去那個坎..., http://www.dcard.tw/f/75a726e6-d4e3-4902-a410-2430a39fffcb/p/235885645, 2021-04-30, 49, 39 
妮維雅美白乳液有防曬成分🤔, http://www.dcard.tw/f/cbd5285f-3cba-4bfc-86d0-1ab52d201459/p/235884673, 2021-05-01, 11, 39 
民進黨你他媽越來越扯欸, http://www.dcard.tw/f/255fd275-fec2-49d2-8e46-2e1557ffaeb0/p/235881179, 2021-04-30, 32, 39 
致考試當天的你：寫考卷的四個步驟, http://www.dcard.tw/f/d43f33f9-873f-46b3-9f24-38c90056b96c/p/235890455, 2021-05-01, 1, 38 
KFC-蜂蜜醬脆雞, http://www.dcard.tw/f/de977130-f3eb-467b-822e-b0e91124e9eb/p/235889280, 2021-05-01, 11, 38 
錄取的困惑, http://www.dcard.tw/f/cd2959fe-5515-4c1e-bd35-1cd4c36b44f0/p/235888803, 2021-05-01, 19, 38 
自己是雙魚有時候都討厭自己的個性, http://www.dcard.tw/f/4c6964fc-8b39-4480-a844-847f09e4e09d/p/235887338, 2021-05-01, 33, 38 
#請益  混合敏感肌  極光水使用心得🙏🏻, http://www.dcard.tw/f/cbd5285f-3cba-4bfc-86d0-1ab52d201459/p/235885233, 2021-04-30, 8, 38 
#問 指甲前端顏色不一, http://www.dcard.tw/f/16b1b561-788e-4214-b4b7-e3102a35fa0d/p/235884376, 2021-04-30, 7, 38 
交大真的很愛偷跑欸, http://www.dcard.tw/f/cd2959fe-5515-4c1e-bd35-1cd4c36b44f0/p/235882113, 2021-04-30, 15, 38 
移民台灣能找甚麼的工作, http://www.dcard.tw/f/6eeeafb2-9dac-4d81-ae4b-ffecf0ad4444/p/235881458, 2021-04-30, 35, 38 
